========================================================================================================================
CLOSURE ANALYSIS SUMMARY - ALL MACHINES
========================================================================================================================

Machine ID                                 Total Mass     ISRU %   Import %    Unres %
  chromium_metal_pure                                        3.00 kg       3.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Gravity separator (gravity_separator)
================================================================================

Machine Total Mass: 180.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                18918.70 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:        18918.70 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  solar_irradiance                                     304470.91 kWh       0.00 kg
  regolith_lunar_mare                                   428754.71 kg       0.00 kg
  regolith_carbonaceous                                   5518.33 kg       0.00 kg
  regolith_lunar_highlands                                9059.01 kg       0.00 kg
  regolith_polar_psc                                      1890.91 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                             18909.10 kg   18909.10 kg
  fluorite                                                   3.15 kg       3.15 kg
  assembly_components                                        3.00 kg       3.00 kg
  electronic_components_set                                1.00 unit       2.00 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg
  copper_rod_ingot                                           0.25 kg       0.25 kg
  etching_chemicals                                          0.20 kg       0.20 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: FFC Reactor Unit v0 (ffc_reactor_unit_v0)
================================================================================

Machine Total Mass: 250.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):       50.00 kg  ( 33.9%)
  Imported:                   97.55 kg  ( 66.1%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:          147.55 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                       50.00 kg      50.00 kg
  regolith_lunar_mare                                   367559.60 kg       0.00 kg
  solar_irradiance                                     278790.89 kWh       0.00 kg
  regolith_polar_psc                                         9.79 kg       0.00 kg
  regolith_carbonaceous                                   5609.53 kg       0.00 kg
  regolith_lunar_highlands                                   0.25 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                                85.04 kg      85.04 kg
  electronic_components_set                                  5.00 kg       7.00 kg
  assembly_components                                        3.04 kg       3.04 kg
  copper_rod_ingot                                           1.56 kg       1.56 kg
  graphite_powder                                            0.64 kg       0.64 kg
  etching_chemicals                                          0.20 kg       0.20 kg
  cellulose_raw                                              0.06 kg       0.06 kg
  monochloroacetic_acid                                      0.02 kg       0.02 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Robot Arm 6-DOF (robot_arm_6dof_v0)
================================================================================

Machine Total Mass: 60.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    1.00 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            1.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  import_misc_components_set                              1.00 count       1.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Punch press or drill (punch_press_or_drill)
================================================================================

Machine Total Mass: 350.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                  304.83 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:          304.83 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  solar_irradiance                                      85470.04 kWh       0.00 kg
  regolith_lunar_mare                                   111470.58 kg       0.00 kg
  regolith_carbonaceous                                     14.43 kg       0.00 kg
  regolith_polar_psc                                        30.26 kg       0.00 kg
  regolith_lunar_highlands                                 144.94 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                               302.60 kg     302.60 kg
  assembly_components                                        2.06 kg       2.06 kg
  fluorite                                                   0.05 kg       0.05 kg
  base_grease_stock_v0                                       0.05 kg       0.05 kg
  copper_rod_ingot                                           0.04 kg       0.04 kg
  electronic_components_set                                  0.03 kg       0.03 kg
  mos2_precursor_v0                                          0.00 kg       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Winding machine (winding_machine)
================================================================================

Machine Total Mass: 150.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):     2929.96 kg  ( 73.7%)
  Imported:                 1045.03 kg  ( 26.3%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         3974.99 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                     2929.96 kg    2929.96 kg
  regolith_lunar_mare                                  3050898.94 kg       0.00 kg
  solar_irradiance                                    2154079.94 kWh       0.00 kg
  regolith_carbonaceous                                   7089.11 kg       0.00 kg
  regolith_lunar_highlands                                 491.29 kg       0.00 kg
  regolith_polar_psc                                       153.32 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                               947.34 kg     947.34 kg
  import_magnesium_powder                                   23.43 kg      23.43 kg
  electronic_components_set                               12.33 unit      23.33 kg
  assembly_components                                       14.33 kg      14.33 kg
  copper_rod_ingot                                          13.60 kg      13.60 kg
  sensor_suite_general                                     2.00 unit      10.00 kg
  polymer_printing_feedstock                                 8.00 kg       8.00 kg
  etching_chemicals                                          2.46 kg       2.46 kg
  control_compute_module_imported                         1.00 count       2.00 kg
  voltage_regulator_ic                                    10.86 each       0.22 kg
  fluorite                                                   0.16 kg       0.16 kg
  crystal_oscillator_timing                               10.86 each       0.11 kg
  resistor_chip_smd                                      162.88 each       0.03 kg
  epoxy_monomer_v0                                           0.01 kg       0.01 kg
  compiled_firmware_binary                                 5.00 unit       0.01 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Acid reactor (acid_reactor_v0)
================================================================================

Machine Total Mass: 250.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:               337729.57 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:       337729.57 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   582155.90 kg       0.00 kg
  solar_irradiance                                     425676.86 kWh       0.00 kg
  regolith_polar_psc                                     33765.05 kg       0.00 kg
  regolith_carbonaceous                                   4050.29 kg       0.00 kg
  regolith_lunar_highlands                              161379.00 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                            337650.01 kg  337650.01 kg
  fluorite                                                  56.30 kg      56.30 kg
  assembly_components                                        9.11 kg       9.11 kg
  sensor_suite_general                                     1.00 unit       5.00 kg
  copper_rod_ingot                                           4.34 kg       4.34 kg
  control_compute_module_imported                          1.00 unit       2.00 kg
  device_uncalibrated                                      1.00 unit       2.00 kg
  chromium_metal_pure                                        0.40 kg       0.40 kg
  zinc_metal_v0                                              0.15 kg       0.15 kg
  epoxy_monomer_v0                                           0.15 kg       0.15 kg
  cleaning_solvent_or_detergent_v0                           0.10 kg       0.10 kg
  cellulose_raw                                              0.01 kg       0.01 kg
  monochloroacetic_acid                                      0.00 kg       0.00 kg
  nitrogen_gas                                               0.00 kg       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: LADI water auger dryer system v0 (water_auger_dryer_ladi_v0)
================================================================================

Machine Total Mass: 300.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        1.12 kg  (  0.0%)
  Imported:               782761.44 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:       782762.57 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                        1.12 kg       1.12 kg
  regolith_lunar_mare                                   109215.34 kg       0.00 kg
  solar_irradiance                                      76244.82 kWh       0.00 kg
  regolith_carbonaceous                                   9051.18 kg       0.00 kg
  regolith_lunar_highlands                              374057.66 kg       0.00 kg
  regolith_polar_psc                                     78262.61 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                            782625.18 kg  782625.18 kg
  fluorite                                                 130.48 kg     130.48 kg
  assembly_components                                        4.05 kg       4.05 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg
  copper_rod_ingot                                           0.50 kg       0.50 kg
  chromium_metal_pure                                        0.20 kg       0.20 kg
  cellulose_raw                                              0.02 kg       0.02 kg
  monochloroacetic_acid                                      0.01 kg       0.01 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Build atmosphere control system v0 (build_atmosphere_control_v0)
================================================================================

Machine Total Mass: 100.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):       50.00 kg  (  0.0%)
  Imported:               781793.15 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:       781843.15 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                       50.00 kg      50.00 kg
  regolith_lunar_mare                                   315106.51 kg       0.00 kg
  solar_irradiance                                     228682.43 kWh       0.00 kg
  regolith_carbonaceous                                   8698.76 kg       0.00 kg
  regolith_polar_psc                                     78166.22 kg       0.00 kg
  regolith_lunar_highlands                              373605.50 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                            781652.21 kg  781652.21 kg
  fluorite                                                 130.33 kg     130.33 kg
  assembly_components                                        5.10 kg       5.10 kg
  device_uncalibrated                                      1.00 unit       2.00 kg
  copper_rod_ingot                                           1.01 kg       1.01 kg
  electronic_components_set                                  1.00 kg       1.00 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg
  material_unannealed                                        0.50 kg       0.50 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Lathe engine v0 (lathe_engine_v0)
================================================================================

Machine Total Mass: 180.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                 3162.05 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         3162.05 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                  2353363.19 kg       0.00 kg
  solar_irradiance                                    1702113.48 kWh       0.00 kg
  regolith_carbonaceous                                  19106.77 kg       0.00 kg
  regolith_polar_psc                                       310.31 kg       0.00 kg
  regolith_lunar_highlands                                1486.52 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                              3103.13 kg    3103.13 kg
  assembly_components                                       52.27 kg      52.27 kg
  copper_rod_ingot                                           3.24 kg       3.24 kg
  zinc_metal_v0                                              1.32 kg       1.32 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg
  fluorite                                                   0.52 kg       0.52 kg
  base_grease_stock_v0                                       0.27 kg       0.27 kg
  nitrile_rubber                                             0.17 kg       0.17 kg
  electronic_components_set                                  0.12 kg       0.12 kg
  mos2_precursor_v0                                          0.01 kg       0.01 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Vacuum pump station (vacuum_pump_station)
================================================================================

Machine Total Mass: 40.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):      585.99 kg  ( 23.5%)
  Imported:                 1909.44 kg  ( 76.5%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         2495.43 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                      585.99 kg     585.99 kg
  regolith_lunar_mare                                  1491627.19 kg       0.00 kg
  solar_irradiance                                    1065185.84 kWh       0.00 kg
  regolith_lunar_highlands                                 913.64 kg       0.00 kg
  regolith_carbonaceous                                    410.32 kg       0.00 kg
  regolith_polar_psc                                       202.39 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                              1891.45 kg    1891.45 kg
  electronic_components_set                                  3.27 kg       5.27 kg
  import_magnesium_powder                                    4.69 kg       4.69 kg
  assembly_components                                        4.07 kg       4.07 kg
  copper_rod_ingot                                           1.61 kg       1.61 kg
  nitrile_rubber                                             0.50 kg       0.50 kg
  display_screen_small                                     1.00 unit       0.50 kg
  etching_chemicals                                          0.45 kg       0.45 kg
  fluorite                                                   0.32 kg       0.32 kg
  material_unannealed                                        0.20 kg       0.20 kg
  emulsifying_oil                                            0.18 kg       0.18 kg
  corrosion_inhibitor                                        0.05 kg       0.05 kg
  voltage_regulator_ic                                     2.17 each       0.04 kg
  biocide_additive                                           0.04 kg       0.04 kg
  zinc_metal_v0                                              0.03 kg       0.03 kg
  crystal_oscillator_timing                                2.17 each       0.02 kg
  resistor_chip_smd                                       32.58 each       0.01 kg
  epoxy_monomer_v0                                           0.00 kg       0.00 kg
  base_grease_stock_v0                                       0.00 kg       0.00 kg
  compiled_firmware_binary                                 1.00 unit       0.00 kg
  mos2_precursor_v0                                          0.00 kg       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Surface Grinder (grinder_surface_v0)
================================================================================

Machine Total Mass: 350.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                  955.78 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:          955.78 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   394690.18 kg       0.00 kg
  solar_irradiance                                     279157.08 kWh       0.00 kg
  regolith_lunar_highlands                                 451.66 kg       0.00 kg
  regolith_polar_psc                                        94.46 kg       0.00 kg
  regolith_carbonaceous                                   5260.78 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                               944.62 kg     944.62 kg
  sensor_suite_general                                    1.00 count       5.00 kg
  assembly_components                                        4.00 kg       4.00 kg
  control_compute_module_imported                         1.00 count       2.00 kg
  fluorite                                                   0.16 kg       0.16 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Mineral processing unit (mineral_processing_unit)
================================================================================

Machine Total Mass: 800.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    8.00 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            8.00 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   426857.34 kg       0.00 kg
  solar_irradiance                                     303903.16 kWh       0.00 kg
  regolith_carbonaceous                                   5250.01 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  sensor_suite_general                                    1.00 count       5.00 kg
  assembly_components                                        2.00 kg       2.00 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Basic fabrication station (basic_fabrication_station_v0)
================================================================================

Machine Total Mass: 500.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                  306.83 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:          306.83 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   240409.82 kg       0.00 kg
  solar_irradiance                                     184594.15 kWh       0.00 kg
  regolith_carbonaceous                                    529.20 kg       0.00 kg
  regolith_polar_psc                                        30.26 kg       0.00 kg
  regolith_lunar_highlands                                 144.94 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                               302.60 kg     302.60 kg
  assembly_components                                        3.06 kg       3.06 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg
  fluorite                                                   0.05 kg       0.05 kg
  base_grease_stock_v0                                       0.05 kg       0.05 kg
  copper_rod_ingot                                           0.04 kg       0.04 kg
  electronic_components_set                                  0.03 kg       0.03 kg
  mos2_precursor_v0                                          0.00 kg       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Solar thermal storage system v0 (solar_thermal_storage_system_v0)
================================================================================

Machine Total Mass: 2000.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):     1400.00 kg  (  8.1%)
  Imported:                15825.56 kg  ( 91.9%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:        17225.56 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                     1400.00 kg    1400.00 kg
  regolith_lunar_mare                                   435624.59 kg       0.00 kg
  regolith_carbonaceous                                  63941.73 kg       0.00 kg
  solar_irradiance                                     297330.58 kWh       0.00 kg
  regolith_polar_psc                                      1622.31 kg       0.00 kg
  regolith_lunar_highlands                                 293.88 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                             15723.09 kg   15723.09 kg
  ceramic_fiber_raw                                         80.00 kg      80.00 kg
  cellulose_raw                                             10.00 kg      10.00 kg
  assembly_components                                        4.12 kg       4.12 kg
  copper_rod_ingot                                           4.08 kg       4.08 kg
  monochloroacetic_acid                                      4.00 kg       4.00 kg
  fluorite                                                   0.10 kg       0.10 kg
  base_grease_stock_v0                                       0.10 kg       0.10 kg
  electronic_components_set                                  0.06 kg       0.06 kg
  mos2_precursor_v0                                          0.01 kg       0.01 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Plastic extruder (plastic_extruder)
================================================================================

Machine Total Mass: 250.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                14947.13 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:        14947.13 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   515324.46 kg       0.00 kg
  solar_irradiance                                     395568.07 kWh       0.00 kg
  regolith_lunar_highlands                                7151.49 kg       0.00 kg
  regolith_polar_psc                                      1492.99 kg       0.00 kg
  regolith_carbonaceous                                    205.07 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                             14929.90 kg   14929.90 kg
  assembly_components                                       12.24 kg      12.24 kg
  fluorite                                                   2.49 kg       2.49 kg
  copper_rod_ingot                                           1.17 kg       1.17 kg
  electronic_components_set                                  1.12 kg       1.12 kg
  base_grease_stock_v0                                       0.20 kg       0.20 kg
  mos2_precursor_v0                                          0.01 kg       0.01 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Haber-Bosch reactor v0 (haber_bosch_reactor_v0)
================================================================================

Machine Total Mass: 1500.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):      400.00 kg  (  1.1%)
  Imported:                37642.61 kg  ( 98.9%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:        38042.61 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                      400.00 kg     400.00 kg
  regolith_lunar_mare                                   406807.66 kg       0.00 kg
  solar_irradiance                                     165554.31 kWh       0.00 kg
  regolith_lunar_highlands                               15000.00 kg       0.00 kg
  regolith_polar_psc                                      3788.70 kg       0.00 kg
  regolith_carbonaceous                                  32278.14 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                             37634.54 kg   37634.54 kg
  cellulose_raw                                              5.05 kg       5.05 kg
  monochloroacetic_acid                                      2.02 kg       2.02 kg
  assembly_components                                        1.00 kg       1.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: HIP densification chamber v0 (hip_press_unit_v0)
================================================================================

Machine Total Mass: 1000.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    3.87 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            3.87 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                    62864.25 kg       0.00 kg
  regolith_carbonaceous                                    118.34 kg       0.00 kg
  solar_irradiance                                      46024.55 kWh       0.00 kg
  regolith_polar_psc                                         0.85 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  assembly_components                                        2.12 kg       2.12 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg
  steel_beam_i_section                                       0.60 kg       0.60 kg
  emulsifying_oil                                            0.10 kg       0.10 kg
  corrosion_inhibitor                                        0.03 kg       0.03 kg
  biocide_additive                                           0.02 kg       0.02 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Mining equipment (mining_equipment)
================================================================================

Machine Total Mass: 5000.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                 1558.59 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         1558.59 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   453594.35 kg       0.00 kg
  solar_irradiance                                     348294.31 kWh       0.00 kg
  regolith_carbonaceous                                   1171.68 kg       0.00 kg
  regolith_lunar_highlands                                 741.54 kg       0.00 kg
  regolith_polar_psc                                       155.83 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                              1549.82 kg    1549.82 kg
  assembly_components                                        7.12 kg       7.12 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg
  fluorite                                                   0.26 kg       0.26 kg
  emulsifying_oil                                            0.10 kg       0.10 kg
  base_grease_stock_v0                                       0.10 kg       0.10 kg
  copper_rod_ingot                                           0.08 kg       0.08 kg
  electronic_components_set                                  0.06 kg       0.06 kg
  corrosion_inhibitor                                        0.03 kg       0.03 kg
  biocide_additive                                           0.02 kg       0.02 kg
  mos2_precursor_v0                                          0.01 kg       0.01 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Amari neural field hardware accelerator (amari_neural_field_hardware_v0)
================================================================================

Machine Total Mass: 2.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            0.00 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   394545.00 kg       0.00 kg
  solar_irradiance                                     278125.00 kWh       0.00 kg
  regolith_carbonaceous                                   5250.00 kg       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Welding power supply v0 (welding_power_supply_v0)
================================================================================

Machine Total Mass: 180.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                   11.00 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:           11.00 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                    67812.34 kg       0.00 kg
  solar_irradiance                                      52278.16 kWh       0.00 kg
  regolith_carbonaceous                                      0.01 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  sensor_suite_general                                    1.00 count       5.00 kg
  assembly_components                                        4.00 kg       4.00 kg
  control_compute_module_imported                         1.00 count       2.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Chemical processing unit (chemical_processing_unit)
================================================================================

Machine Total Mass: 450.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    8.00 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            8.00 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                    67812.34 kg       0.00 kg
  solar_irradiance                                      52278.16 kWh       0.00 kg
  regolith_carbonaceous                                      0.01 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  sensor_suite_general                                    1.00 count       5.00 kg
  assembly_components                                        2.00 kg       2.00 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Jaw crusher v0 (jaw_crusher_v0)
================================================================================

Machine Total Mass: 900.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                14611.00 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:        14611.00 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   594260.80 kg       0.00 kg
  solar_irradiance                                     455364.00 kWh       0.00 kg
  regolith_lunar_highlands                                6989.72 kg       0.00 kg
  regolith_carbonaceous                                    192.39 kg       0.00 kg
  regolith_polar_psc                                      1459.05 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                             14590.47 kg   14590.47 kg
  assembly_components                                       17.36 kg      17.36 kg
  fluorite                                                   2.43 kg       2.43 kg
  base_grease_stock_v0                                       0.30 kg       0.30 kg
  copper_rod_ingot                                           0.24 kg       0.24 kg
  electronic_components_set                                  0.18 kg       0.18 kg
  mos2_precursor_v0                                          0.02 kg       0.02 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Assembly station v0 (assembly_station_v0)
================================================================================

Machine Total Mass: 200.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    9.00 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            9.00 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   441057.34 kg       0.00 kg
  solar_irradiance                                     313903.16 kWh       0.00 kg
  regolith_carbonaceous                                   5250.01 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  sensor_suite_general                                    1.00 count       5.00 kg
  assembly_components                                        2.00 kg       2.00 kg
  control_compute_module_imported                         1.00 count       2.00 kg

================================================================================


================================================================================
