========================================================================================================================
MATERIAL CLOSURE ANALYSIS SUMMARY - ALL MACHINES
========================================================================================================================

Machine ID                                 Total Mass     ISRU %   Import %    Unres %
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Fabrication Station (fabrication_station)
================================================================================

Machine Total Mass: 100.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):     2241.50 kg  ( 99.8%)
  Imported:                    5.05 kg  (  0.2%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         2246.55 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_raw                                            1584.84 kg    1584.84 kg
  raw_ore_or_regolith                                      656.66 kg     656.66 kg
  solar_irradiance                                        158.45 kWh       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  sensor_suite_general                                     1.00 unit       5.00 kg
  base_grease_stock_v0                                       0.05 kg       0.05 kg
  mos2_precursor_v0                                          0.00 kg       0.00 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Lattice Builder Gantry (lattice_builder_gantry_v0)
================================================================================

Machine Total Mass: 1200.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):    40042.85 kg  (100.0%)
  Imported:                    0.84 kg  (  0.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:        40043.69 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_raw                                           28037.77 kg   28037.77 kg
  raw_ore_or_regolith                                    12005.08 kg   12005.08 kg
  solar_irradiance                                       2797.59 kWh       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  base_grease_stock_v0                                       0.80 kg       0.80 kg
  mos2_precursor_v0                                          0.04 kg       0.04 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Machine vision processing unit v0 (machine_vision_processing_v0_v0)
================================================================================

Machine Total Mass: 6.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):     4037.87 kg  (100.0%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         4037.87 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_ore_or_regolith                                     3037.25 kg    3037.25 kg
  regolith_raw                                            1000.60 kg    1000.60 kg
  regolith_lunar_highlands                                   0.02 kg       0.02 kg
  lunar_regolith_raw                                         0.00 kg       0.00 kg
  solar_irradiance                                        101.86 kWh       0.00 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'beneficiate_regolith_magnetic_v0' (in recipe 'recipe_meteorite_iron_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'beneficiate_regolith_magnetic_v0' (in recipe 'recipe_meteorite_iron_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'beneficiate_regolith_magnetic_v0' (in recipe 'recipe_meteorite_iron_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'beneficiate_regolith_magnetic_v0' (in recipe 'recipe_meteorite_iron_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'beneficiate_regolith_magnetic_v0' (in recipe 'recipe_meteorite_iron_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Enhanced FFC Cambridge reactor (ffc_reactor_enhanced_v0)
================================================================================

Machine Total Mass: 1200.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):     4341.20 kg  (100.0%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         4341.20 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_ore_or_regolith                                     3333.55 kg    3333.55 kg
  regolith_raw                                            1005.12 kg    1005.12 kg
  lunar_regolith_raw                                         2.53 kg       2.53 kg
  solar_irradiance                                        100.38 kWh       0.00 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Arc welding welder (welding_arc_welder_v0)
================================================================================

Machine Total Mass: 45.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):     3469.21 kg  (100.0%)
  Imported:                    0.11 kg  (  0.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         3469.31 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_raw                                            2421.93 kg    2421.93 kg
  raw_ore_or_regolith                                     1047.28 kg    1047.28 kg
  solar_irradiance                                        241.92 kWh       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  base_grease_stock_v0                                       0.10 kg       0.10 kg
  mos2_precursor_v0                                          0.01 kg       0.01 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Solar array cleaning brush (solar_array_cleaning_brush_v0)
================================================================================

Machine Total Mass: 25.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):      282.00 kg  (100.0%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:          282.00 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_raw                                             200.00 kg     200.00 kg
  raw_ore_or_regolith                                       82.00 kg      82.00 kg
  solar_irradiance                                         20.00 kWh       0.00 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Tube bending machine (tube_bender)
================================================================================

Machine Total Mass: 200.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):      163.05 kg  (100.0%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:          163.05 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_raw                                             100.00 kg     100.00 kg
  raw_ore_or_regolith                                       63.05 kg      63.05 kg
  solar_irradiance                                         10.00 kWh       0.00 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_regolith_powder_v0') input 'regolith_coarse_fraction' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Basic chemical reactor (chemical_reactor_basic)
================================================================================

Machine Total Mass: 500.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):     8643.72 kg  (100.0%)
  Imported:                    0.40 kg  (  0.0%)
